rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
4.875,I love this car!,EugeneK ,01/20/2009,,,5,5,5,5,,5,5,4,5,"Before I bought it I test drove Infinity G35, M35 and Acura TL. I even brought Infinity M35 to Hyundai dealership, parked both cars next to each other, opened all doors and trunk and almost compared each inch of the cars. I am waking up every morning and thinking: ""I will be driving Genesis today again!"" Incredible car!. Some previous reviewers seems like didn't read car manual. Side mirrors reverse tilt down can be switched OFF, trunk has push button right above license plate (slightly to the right).","Memory seats, backup camera, front and rear sensors, ", 
5,You'll be surprised !,Frank J ,01/11/2009,,,5,5,5,5,,5,5,5,5,"I have only just purchased this car, and I must tell you, it is FAST.  I have been driving an MB e500 and it is faster off the blocks and seems to have the same feeling that there is no end to how fast the car can go. It has all the high tech gadgets which are remarkably easy to operate especially by someone like me that eschews reading instructions and following complicated manuals.  DO NOT TEST DRIVE the 4.6 unless you are prepared to buy this car when you return to the dealership. ","Premium leather seats, acceleration, quietness of highway ride, huge trunk, technology package and of course, the Lexicon stereo. ",Sun visors should be more substantial and it would be nice to be able to remote start the car. 
5,Excellent Vehicle,kapa75 ,01/10/2009,,,5,5,5,5,,5,5,5,5,I LOVE my new Genesis.  It is the perfect vehicle.  I just purchased the V8 Tech package Genesis and I could not be happier.  It is a pleasure to drive.  I find myself just going for a drive to no where specific.  I love it.  A+++++++++  I recommend that anyone interested in this type of vehicle at least go look and drive a Genesis.  You will absolutely love it,"Design, features, ride.  It is the perfect vehicle.  I can't believe that it's a Hyundai.  Hyundai has just put its name on the map.  ",None
5,Genesis is the new BMW!!!!,Genesis ,01/10/2009,,,5,5,5,5,,5,5,5,5,"Absolutely love it!  I drive approx 23,000+ miles annually so its extremely important I have a vehicle that is comfortable, has get-up-and-go for the freeways, is great to handle up and down the mountains in California, that is classy yet sporty...I'm telling you this car has it all!  Everyone stares at the car - even those with Beemers and Mercedes B drivers in total disbelief.  The car is a total dream to drive.  I set cruise, set the seat back, plug in the IPod and off I go.  I stayed with the V6 because that had PLENTY of power.  I don't know I'd do with the V8.  As it is I do 85/90 and don't realize it.  Awesome, awesome, car!  Go for it...seriously give the Genesis thought.  ",The interior lighting is fabulous! Its sooo soothing!!! The quietness on the freeway! The heated seats are awesome.  The stereo is unbelievable! Given the car is basically my office the huge trunk is a major plus!,"darker tinted windows, an easier option to search songs on the IPod..using the dial starting at A to get to Z is a bit ridiculous - it needs a quick search button or something. "
5,Even better than all the hype!,SkinnyLawyer ,01/10/2009,,,5,5,5,5,,5,5,5,5,"Never thought I'd buy a Hyundai. But I gave up my BMW 3-series for the Genesis, and I am extremely satisfied. Far more luxury and better craftsmanship. The extra cost of the BMW is only for the slight handling edge on the track and for the bragging rights; I need neither.  I put 3,000 miles on my Genesis in just two weeks. Every mile adds to the satisfaction. Absolutely no complaints. If the Genesis's reliability is closer to that of the modern-day Sonata and Azera rather than the '86 Excel, that's all I'll need!  Had just spent 3 months in Seoul, and was impressed with the Koreans' fast- developing economy, technologies, and mentalities. The Genesis personifies them all.","Ride quality, craftsmanship, ergonomics, handling. Plus the reverse snob factor - ""my lowly Hyundai is far superior to your overpriced Bimmer.""","Line the trunk fully. Do offer an optional sports package for the BMW crowd. Offer some Korean domestic market-only options to the US (adaptive cruise control, telematics, etc)."
5,Early Genesis 4.6 Review,horse56 ,01/07/2009,,,5,5,5,5,,5,5,5,5,"Took delivery today.  Excellent build and performance. Ergonomics above average.  Plenty of room for 6'4"" driver (and legroom in back). Tech package definitely worth buying.  Nav software not as good as Ford's Navteq, but acceptable.  As quiet as my '93 Mercedes S-class at highway speeds. Lexicon sound system won't knock your socks off with bass, but has very sophisticated imaging that is superior.","Very comfortable seating and visibility. Backup camera, trunk room, ""white"" interior lights.  Charcoal carpeting (NO STAINS!) with light tan interior. 5-star Crash rating",Audio information is not displayed when on nav mode.  Cannot dim nav/ audio screen with panel dimmer. 
5,Awesome luxury car,Radu ,01/03/2009,,,5,5,5,5,,5,5,5,5,"I tested more than 15 cars, including Lexus IS, BMW 530, Audi A6, Mercedes E350, Infinity M45, Jaguar XJ8. None are better than the Genesis! The quality is awesome, the car is solid & extremely quiet, the performance is great and the price is low for what the car offers! It has all the features of a twice as expensive car + 5 years full warranty. The interior is as big as Lexus LS and BMW 7 series and the quality is just as good! Ive been driving it for 1 month now and I cant find any flaws. The snobs might say: its a Hyundai, but this is how Lexus started as well. Unless youre willing to pay $20-30k more for the brand name to buy a similar car, youll be impressed with the Genesis!  ","Keyless entry/start, quietness, interior space, awesome materials quality, USB drive, 18"" wheels, Lexicon 14 speakers sound system, stability control - awesome on snow, 8 airbags, leather trimmed dash, runs on Regular fuel !  ",Better all season tires. Should be the Genesis brand!
4.875,Genesis does a lot,msteam ,01/02/2009,,,5,5,5,5,,5,5,4,5,"I have owned 2 Lexus's since 1998 a GS 300 and clocked 187000 miles on it an excellent car which performed in all aspects wonderfully. I then bought a Lexus IS250  I enjoyed the all wheel drive but when reading about the Genesis I was very intrigued and once I drove the 4.6 I was ready to buy. The car has all the features of both my Lexus's except the doors don't unlock when in proximity to the car. The brakes are tremendous the steering perfect, fuel economy very good considering the V8 power,super ride, great acceleration, very fine interior materials comfortable seats and with Technology Package all the toys. I love the size of the car lots of comfort in the back seat best car I've owned.","The total package is what makes the car so great, quality, features, and value. Solid with impressive styling I look forward to driving the Genesis every day. I really like the front grill and wide stance I feel the V8 is special, super smooth and quiet ",Proximity sensor to unlock the doors like my Lexus IS
5,The best car I ever owned,wes0922 ,01/01/2009,,,5,5,5,5,,5,5,5,5,I owned Cadillac since 1966 and wanted to buy American but driving the two cars the Genesis was head and shoulders. I also drove Lexus and Lincoln. This is a well designed and built car.,nice ride good cornering and good gas mileage. Large trunk and outstanding interior,speedometer needs to be redesigned.
5,First Hyundai,Ron L ,12/26/2008,,,5,5,5,5,,5,5,5,5,"I am a long-time dedicated American car owner.  This time after dissatisfaction with the American choices available I reluctantly begun to shop foreign cars.  a friend suggested taking a look at the Hyundai Genesis.  My first look was at a 3.8 and although impressed was not sold.  When a 4.6 hit the lot I was done!  This is a surprising car with the amount of interior and trunk space, ride, and quality of engineering.  If Korean automakers can do it so much better than our domestic models, it is no wonder we are having to bail out our own companies.",Style. Performance.  Attention to detail. Aggressive sales and customer service.  warranty.,Passenger seats needs same adjustments options as drivers seats.  Tire Pressure Monitor Gauge is too sensitive and gives false readings.  High output lights should be standard equipment. Move shift lever closer to driver and use space on left side of console for storage.
